txid123240[ORGN]	Clupeiformes	gi|985565320|dbj|LC026544.1|	72.88	177	38	10	1	172	1	172	1e-20	90.6

txid123240[ORGN]	Gadiformes	gi|985565320|dbj|LC026544.1|	70.24	168	41	9	1	162	1	165	3e-14	68.9

txid123240[ORGN]	Gadiformes	gi|27530516|dbj|AB042162.1|	100.00	12	0	0	135	146	1060	1071	1.3	22.9

txid123240[ORGN]	Gadiformes	gi|27530515|dbj|AB042161.1|	100.00	12	0	0	135	146	1061	1072	1.3	22.9

txid123240[ORGN]	Gadiformes	gi|209367951|gb|FJ165391.1|	92.86	14	1	0	25	38	414	401	4.4	22.0

txid123240[ORGN]	Gadiformes	gi|209367949|gb|FJ165390.1|	92.86	14	1	0	25	38	424	411	4.4	22.0

txid123240[ORGN]	Perciformes	gi|985565320|dbj|LC026544.1|	73.37	169	24	21	1	150	1	167	9e-21	90.6

txid123240[ORGN]	Perciformes	gi|219565040|dbj|AB261792.1|	100.00	11	0	0	81	91	194	184	4.0	21.1

txid123240[ORGN]	Salmoniformes	gi|985565320|dbj|LC026544.1|	72.83	173	43	4	1	170	1	172	2e-22	96.0

txid123240[ORGN]	Ovalentaria	gi|985565320|dbj|LC026544.1|	74.70	166	38	4	1	162	1	166	1e-25	 105

txid123240[ORGN]	Cypriniformes	gi|985565320|dbj|LC026544.1|	78.69	61	10	3	1	58	1	61	9e-09	50.9

txid123240[ORGN]	Cypriniformes	gi|219565064|dbj|AB261804.1|	92.86	14	1	0	119	132	282	269	4.6	22.0

txid123240[ORGN]	Cypriniformes	gi|219564996|dbj|AB261770.1|	92.86	14	1	0	119	132	282	269	4.6	22.0

txid123240[ORGN]	Pleuronectiformes	gi|985565320|dbj|LC026544.1|	78.36	171	29	8	1	165	1	169	4e-32	 127

txid123240[ORGN]	Argentiniformes	gi|985565320|dbj|LC026544.1|	76.02	171	35	6	1	166	1	170	7e-29	 116

txid123240[ORGN]	Chimaeriformes	gi|985565320|dbj|LC026544.1|	75.47	53	9	4	3	52	3	54	0.003	32.8

txid123240[ORGN]	Scombriformes	gi|985565320|dbj|LC026544.1|	77.19	171	32	7	1	166	1	169	2e-30	 122

txid123240[ORGN]	Scombriformes	gi|281331075|dbj|AB451927.1|	100.00	11	0	0	132	142	508	518	4.4	21.1

