
txid1042646[ORGN]	Clupeiformes	gi|49658508|dbj|AB182307.1|	75.91	137	30	3	1	134	321	457	8e-19	88.7

txid1042646[ORGN]	Gadiformes	gi|1783586359|gb|MH035595.1|	100.00	169	0	0	1	169	321	489	2e-84	 306

txid1042646[ORGN]	Perciformes	gi|2186980130|gb|MW288642.1|	78.53	163	20	15	1	148	321	483	8e-31	 128

txid1042646[ORGN]	Salmoniformes	gi|1783586359|gb|MH035595.1|	76.52	132	31	0	1	132	321	452	4e-22	99.6

txid1042646[ORGN]	Ovalentaria	gi|2186980130|gb|MW288642.1|	74.85	163	39	2	1	161	321	483	8e-25	 107

txid1042646[ORGN]	Cypriniformes	gi|2491777330|gb|OQ846525.1|	87.27	55	7	0	1	55	1	55	8e-13	68.9

txid1042646[ORGN]	Pleuronectiformes	gi|2186980130|gb|MW288642.1|	75.90	166	32	8	1	161	321	483	2e-25	 109

txid1042646[ORGN]	Argentiniformes	gi|2186980130|gb|MW288642.1|	73.17	164	40	4	1	161	321	483	8e-19	88.7

txid1042646[ORGN]	Chimaeriformes	gi|49658508|dbj|AB182307.1|	88.52	61	6	1	3	63	323	382	5e-15	76.1

txid1042646[ORGN]	Scombriformes	gi|2186980130|gb|MW288642.1|	76.07	163	38	1	1	162	321	483	6e-27	 115

txid195615[ORGN]	Clupeiformes	gi|2491777301|gb|OQ846496.1|	73.53	170	34	11	1	166	1	163	9e-17	87.8

txid195615[ORGN]	Gadiformes	gi|2491777301|gb|OQ846496.1|	76.07	163	37	2	1	162	1	162	8e-24	 112

txid195615[ORGN]	Perciformes	gi|2491777301|gb|OQ846496.1|	78.66	164	21	14	1	150	1	164	3e-29	 129

txid195615[ORGN]	Salmoniformes	gi|2491777301|gb|OQ846496.1|	76.33	169	37	3	1	168	1	167	6e-25	 114

txid195615[ORGN]	Ovalentaria	gi|2491777301|gb|OQ846496.1|	78.53	163	34	1	1	162	1	163	2e-30	 133

txid195615[ORGN]	Cypriniformes	gi|2491777301|gb|OQ846496.1|	73.03	178	36	12	1	175	1	169	5e-20	98.7

txid195615[ORGN]	Pleuronectiformes	gi|2491777301|gb|OQ846496.1|	97.04	169	4	1	1	168	1	169	3e-74	 279

txid195615[ORGN]	Argentiniformes	gi|2491777301|gb|OQ846496.1|	80.36	168	30	3	1	166	1	167	1e-33	 144

txid195615[ORGN]	Chimaeriformes	gi|2491777301|gb|OQ846496.1|	84.00	50	7	1	3	52	3	51	7e-06	51.8

txid195615[ORGN]	Scombriformes	gi|2491777301|gb|OQ846496.1|	98.82	169	2	0	1	169	1	169	9e-80	 297

txid80720[ORGN]	Clupeiformes	gi|2491776915|gb|OQ846110.1|	75.00	136	32	2	1	134	1	136	1e-18	86.0

txid80720[ORGN]	Gadiformes	gi|2491776915|gb|OQ846110.1|	100.00	169	0	0	1	169	1	169	8e-85	 306

txid80720[ORGN]	Perciformes	gi|2491776915|gb|OQ846110.1|	77.78	162	22	14	1	148	1	162	6e-29	 121

txid80720[ORGN]	Salmoniformes	gi|2491776915|gb|OQ846110.1|	76.52	132	31	0	1	132	1	132	2e-22	99.6

txid80720[ORGN]	Ovalentaria	gi|2491776915|gb|OQ846110.1|	74.07	162	41	1	1	161	1	162	6e-23	 100

txid80720[ORGN]	Cypriniformes	gi|2491776915|gb|OQ846110.1|	87.27	55	7	0	1	55	1	55	4e-13	68.9

txid80720[ORGN]	Pleuronectiformes	gi|2491776915|gb|OQ846110.1|	74.55	165	35	7	1	161	1	162	2e-23	 102

txid80720[ORGN]	Argentiniformes	gi|2491776915|gb|OQ846110.1|	75.00	136	32	2	1	134	1	136	1e-18	86.0

txid80720[ORGN]	Chimaeriformes	gi|2491776915|gb|OQ846110.1|	86.89	61	7	1	3	63	3	62	3e-14	71.6

txid80720[ORGN]	Scombriformes	gi|2491776915|gb|OQ846110.1|	75.61	164	36	4	1	162	1	162	3e-26	 111

txid428034[ORGN]	Clupeiformes	gi|985566065|dbj|LC049643.1|	74.27	171	33	11	1	166	1	165	7e-22	94.2

txid428034[ORGN]	Gadiformes	gi|2491777421|gb|OQ846616.1|	76.83	164	36	2	1	162	1	164	1e-30	 123

txid428034[ORGN]	Perciformes	gi|2491777421|gb|OQ846616.1|	78.92	166	19	16	1	150	1	166	2e-34	 134

txid428034[ORGN]	Salmoniformes	gi|2491777421|gb|OQ846616.1|	74.12	170	41	3	1	168	1	169	1e-24	 103

txid428034[ORGN]	Ovalentaria	gi|2491777421|gb|OQ846616.1|	79.39	165	31	3	1	162	1	165	2e-35	 139

txid428034[ORGN]	Cypriniformes	gi|2491777421|gb|OQ846616.1|	71.27	181	36	16	1	175	1	171	2e-16	76.1

txid428034[ORGN]	Pleuronectiformes	gi|985566065|dbj|LC049643.1|	88.89	171	16	3	1	168	1	171	2e-59	 217

txid428034[ORGN]	Argentiniformes	gi|2491777421|gb|OQ846616.1|	76.47	170	35	5	1	166	1	169	2e-29	 118

txid428034[ORGN]	Chimaeriformes	gi|2491777421|gb|OQ846616.1|	81.36	59	10	1	3	61	3	60	7e-10	54.5

txid428034[ORGN]	Scombriformes	gi|2491777421|gb|OQ846616.1|	88.89	171	17	2	1	169	1	171	2e-60	 221

txid30945[ORGN]	Clupeiformes	gi|2491777170|gb|OQ846365.1|	75.52	143	29	6	1	139	1	141	8e-19	84.2

txid30945[ORGN]	Gadiformes	gi|2491777170|gb|OQ846365.1|	75.61	164	36	4	1	162	1	162	5e-27	 111

txid30945[ORGN]	Perciformes	gi|2491777170|gb|OQ846365.1|	79.64	167	20	14	1	153	1	167	4e-34	 134

txid30945[ORGN]	Salmoniformes	gi|2491777170|gb|OQ846365.1|	77.11	166	35	3	1	165	1	164	4e-29	 118

txid30945[ORGN]	Ovalentaria	gi|2491777170|gb|OQ846365.1|	78.11	169	36	1	1	168	1	169	5e-34	 135

