txid1042646[ORGN]	Clupeiformes	gi|49658508|dbj|AB182307.1|	75.91	137	30	3	1	134	321	457	8e-19	88.7

txid1042646[ORGN]	Gadiformes	gi|1783586359|gb|MH035595.1|	100.00	169	0	0	1	169	321	489	2e-84	 306

txid195615[ORGN]	Clupeiformes	gi|2491777301|gb|OQ846496.1|	73.53	170	34	11	1	166	1	163	9e-17	87.8

txid195615[ORGN]	Gadiformes	gi|2491777301|gb|OQ846496.1|	76.07	163	37	2	1	162	1	162	8e-24	 112

txid80720[ORGN]	Clupeiformes	gi|2491776915|gb|OQ846110.1|	75.00	136	32	2	1	134	1	136	1e-18	86.0

txid80720[ORGN]	Gadiformes	gi|2491776915|gb|OQ846110.1|	100.00	169	0	0	1	169	1	169	8e-85	 306

txid3193[ORGN]	Clupeiformes	gi|1858619339|gb|CP054674.1|	85.71	35	5	0	110	144	20634526	20634560	5.6	41.9

txid3193[ORGN]	Gadiformes	gi|1370764227|gb|CP027621.1|	80.70	57	9	2	50	106	13152146	13152092	0.13	47.3

txid111784[ORGN]	Clupeiformes	gi|1391895055|dbj|LC385311.1|	74.71	170	32	11	1	166	1	163	2e-22	96.9

txid111784[ORGN]	Gadiformes	gi|2491777327|gb|OQ846522.1|	75.46	163	38	2	1	162	1	162	1e-25	 107

txid30945[ORGN]	Clupeiformes	gi|2491777170|gb|OQ846365.1|	75.52	143	29	6	1	139	1	141	8e-19	84.2

txid30945[ORGN]	Gadiformes	gi|2491777170|gb|OQ846365.1|	75.61	164	36	4	1	162	1	162	5e-27	 111

