accepted_name,verbatim_name,taxonomic_status,species,subspecies,taxon_rank,class,order,family,genus,is_marine,is_brackish,is_freshwater,taxon_id,ncbi_id,region
Gasterosteus aculeatus aculeatus,Gasterosteus aculeatus aculeatus,accepted,Gasterosteus aculeatus,Gasterosteus aculeatus aculeatus,subspecies,Actinopteri,Perciformes,Gasterosteidae,Gasterosteus,TRUE,TRUE,TRUE,236462,481459,California Current
Bathyraja aleutica,Bathyraja aleutica,accepted,Bathyraja aleutica,NA,species,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,TRUE,FALSE,FALSE,271506,341243,California Current
Chaenophryne melanorhabdus,Chaenophryne melanorhabdus,accepted,Chaenophryne melanorhabdus,NA,species,Actinopteri,Lophiiformes,Oneirodidae,Chaenophryne,TRUE,FALSE,FALSE,272616,412639,California Current
Ophidion scrippsae,Ophidion scrippsae,accepted,Ophidion scrippsae,NA,species,Actinopteri,Ophidiiformes,Ophidiidae,Ophidion,TRUE,FALSE,FALSE,272835,319755,California Current
Leuresthes tenuis,Leuresthes tenuis,accepted,Leuresthes tenuis,NA,species,Actinopteri,Atheriniformes,Atherinidae,Leuresthes,TRUE,FALSE,FALSE,281344,355514,California Current
Lampanyctus hawaiiensis,Lampanyctus hawaiiensis,accepted,Lampanyctus hawaiiensis,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,1525480,NA,California Current
Sebastes maliger,Sebastes maliger,accepted,Sebastes maliger,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274815,72084,California Current
Eucinostomus gracilis,Eucinostomus gracilis,accepted,Eucinostomus gracilis,NA,species,Actinopteri,Eupercaria incertae sedis,Gerreidae,Eucinostomus,TRUE,TRUE,TRUE,276419,1868326,California Current
Plagiogrammus hopkinsii,Plagiogrammus hopkinsii,accepted,Plagiogrammus hopkinsii,NA,species,Actinopteri,Perciformes,Stichaeidae,Plagiogrammus,TRUE,FALSE,FALSE,282265,NA,California Current
Vinciguerria nimbaria,Vinciguerria nimbaria,accepted,Vinciguerria nimbaria,NA,species,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,TRUE,FALSE,FALSE,127303,270541,California Current
Sebastes emphaeus,Sebastes emphaeus,accepted,Sebastes emphaeus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274789,72071,California Current
Menticirrhus undulatus,Menticirrhus undulatus,accepted,Menticirrhus undulatus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Menticirrhus,TRUE,FALSE,FALSE,276150,320396,California Current
Eurypharynx pelecanoides,Eurypharynx pelecanoides,accepted,Eurypharynx pelecanoides,NA,species,Actinopteri,Saccopharyngiformes,Eurypharyngidae,Eurypharynx,TRUE,FALSE,FALSE,127165,55117,California Current
Alopias vulpinus,Alopias vulpinus,accepted,Alopias vulpinus,NA,species,Elasmobranchii,Lamniformes,Alopiidae,Alopias,TRUE,FALSE,FALSE,105836,7852,California Current
Allosmerus elongatus,Allosmerus elongatus,accepted,Allosmerus elongatus,NA,species,Actinopteri,Osmeriformes,Osmeridae,Allosmerus,TRUE,FALSE,FALSE,279564,433393,California Current
Careproctus microstomus,Careproctus microstomus,accepted,Careproctus microstomus,NA,species,Actinopteri,Perciformes,Liparidae,Careproctus,TRUE,FALSE,FALSE,274446,NA,California Current
Paraliparis mento,Paraliparis mento,accepted,Paraliparis mento,NA,species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274597,NA,California Current
Calamus brachysomus,Calamus brachysomus,accepted,Calamus brachysomus,NA,species,Actinopteri,Eupercaria incertae sedis,Sparidae,Calamus,TRUE,FALSE,FALSE,275967,320621,California Current
Hypsoblennius gilberti,Hypsoblennius gilberti,accepted,Hypsoblennius gilberti,NA,species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,FALSE,FALSE,276324,57812,California Current
Alosa sapidissima,Alosa sapidissima,accepted,Alosa sapidissima,NA,species,Actinopteri,Clupeiformes,Clupeidae,Alosa,TRUE,TRUE,TRUE,158670,34773,California Current
Liparis pulchellus,Liparis pulchellus,accepted,Liparis pulchellus,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274533,433402,California Current
Pristigenys serrula,Pristigenys serrula,accepted,Pristigenys serrula,NA,species,Actinopteri,Eupercaria incertae sedis,Priacanthidae,Pristigenys,TRUE,FALSE,FALSE,276037,184447,California Current
Labrisomus xanti,Labrisomus xanti,accepted,Labrisomus xanti,NA,species,Actinopteri,Blenniiformes,Labrisomidae,Labrisomus,TRUE,FALSE,FALSE,281266,57817,California Current
Howella sherborni,Howella sherborni,accepted,Howella sherborni,NA,species,Actinopteri,Acropomatiformes,Howellidae,Howella,TRUE,FALSE,FALSE,126995,2036876,California Current
Haemulopsis axillaris,Haemulopsis axillaris,accepted,Haemulopsis axillaris,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulopsis,TRUE,FALSE,FALSE,280973,1010788,California Current
Stereolepis gigas,Stereolepis gigas,accepted,Stereolepis gigas,NA,species,Actinopteri,Acropomatiformes,Polyprionidae,Stereolepis,TRUE,FALSE,FALSE,282884,184449,California Current
Hygophum reinhardtii,Hygophum reinhardtii,accepted,Hygophum reinhardtii,NA,species,Actinopteri,Myctophiformes,Myctophidae,Hygophum,TRUE,FALSE,FALSE,126604,473313,California Current
Sebastes simulator,Sebastes simulator,accepted,Sebastes simulator,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274854,72103,California Current
Synchirus gilli,Synchirus gilli,accepted,Synchirus gilli,NA,species,Actinopteri,Perciformes,Cottidae,Synchirus,TRUE,FALSE,FALSE,282921,740936,California Current
Leuroglossus schmidti,Leuroglossus schmidti,accepted,Leuroglossus schmidti,NA,species,Actinopteri,Argentiniformes,Bathylagidae,Leuroglossus,TRUE,FALSE,FALSE,254551,557346,California Current
Oneirodes acanthias,Oneirodes acanthias,accepted,Oneirodes acanthias,NA,species,Actinopteri,Lophiiformes,Oneirodidae,Oneirodes,TRUE,FALSE,FALSE,272620,242955,California Current
Paraliparis nassarum,Paraliparis nassarum,accepted,Paraliparis nassarum,NA,species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274601,NA,California Current
Sebastes eos,Sebastes eos,accepted,Sebastes eos,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274792,72074,California Current
Cetorhinus maximus,Cetorhinus maximus,accepted,Cetorhinus maximus,NA,species,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,TRUE,FALSE,FALSE,105837,57982,California Current
Gonichthys tenuiculus,Gonichthys tenuiculus,accepted,Gonichthys tenuiculus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Gonichthys,TRUE,FALSE,FALSE,272702,123344,California Current
Gnathophis cinctus,Gnathophis cinctus,accepted,Gnathophis cinctus,NA,species,Actinopteri,Anguilliformes,Congridae,Gnathophis,TRUE,FALSE,FALSE,271755,NA,California Current
Chiasmodon subniger,Chiasmodon subniger,accepted,Chiasmodon subniger,NA,species,Actinopteri,Scombriformes,Chiasmodontidae,Chiasmodon,TRUE,FALSE,FALSE,273379,2048724,California Current
Prionotus ruscarius,Prionotus ruscarius,accepted,Prionotus ruscarius,NA,species,Actinopteri,Perciformes,Triglidae,Prionotus,TRUE,FALSE,FALSE,276290,1897800,California Current
Hysterocarpus traskii,Hysterocarpus traskii,accepted,Hysterocarpus traskii,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Hysterocarpus,FALSE,TRUE,TRUE,293619,100196,California Current
Anguilla anguilla,Anguilla anguilla,accepted,Anguilla anguilla,NA,species,Actinopteri,Anguilliformes,Anguillidae,Anguilla,TRUE,TRUE,TRUE,126281,7936,California Current
Malacocottus zonurus,Malacocottus zonurus,accepted,Malacocottus zonurus,NA,species,Actinopteri,Perciformes,Psychrolutidae,Malacocottus,TRUE,FALSE,FALSE,254406,200682,California Current
Sebastes macdonaldi,Sebastes macdonaldi,accepted,Sebastes macdonaldi,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274814,394693,California Current
Congriscus megastoma,Thalassenchelys coheni,unaccepted,Thalassenchelys coheni,NA,species,Actinopteri,Anguilliformes,Colocongridae,Thalassenchelys,TRUE,FALSE,FALSE,282952,1604600,California Current
Taaningichthys bathyphilus,Taaningichthys bathyphilus,accepted,Taaningichthys bathyphilus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Taaningichthys,TRUE,FALSE,FALSE,126631,123249,California Current
Syngnathus exilis,Syngnathus exilis,accepted,Syngnathus exilis,NA,species,Actinopteri,Syngnathiformes,Syngnathidae,Syngnathus,TRUE,FALSE,FALSE,275223,350043,California Current
Gobiesox rhessodon,Gobiesox rhessodon,accepted,Gobiesox rhessodon,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Gobiesox,TRUE,FALSE,FALSE,275679,311527,California Current
Orthopristis reddingi,Orthopristis reddingi,accepted,Orthopristis reddingi,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Orthopristis,TRUE,FALSE,FALSE,275745,1181261,California Current
Rathbunella hypoplecta,Rathbunella hypoplecta,accepted,Rathbunella hypoplecta,NA,species,Actinopteri,Perciformes,Bathymasteridae,Rathbunella,TRUE,FALSE,FALSE,282556,301822,California Current
Dolichopteryx longipes,Dolichopteryx longipes,accepted,Dolichopteryx longipes,NA,species,Actinopteri,Argentiniformes,Opisthoproctidae,Dolichopteryx,TRUE,FALSE,FALSE,126731,1311437,California Current
Lepidopus caudatus,Lepidopus caudatus,accepted,Lepidopus caudatus,NA,species,Actinopteri,Scombriformes,Trichiuridae,Lepidopus,TRUE,FALSE,FALSE,127088,107245,California Current
Photonectes margarita,Photonectes margarita,accepted,Photonectes margarita,NA,species,Actinopteri,Stomiiformes,Stomiidae,Photonectes,TRUE,FALSE,FALSE,127370,882859,California Current
Ophioblennius steindachneri,Ophioblennius steindachneri,accepted,Ophioblennius steindachneri,NA,species,Actinopteri,Blenniiformes,Blenniidae,Ophioblennius,TRUE,FALSE,FALSE,273126,57841,California Current
Macroramphosus gracilis,Macroramphosus gracilis,accepted,Macroramphosus gracilis,NA,species,Actinopteri,Syngnathiformes,Centriscidae,Macroramphosus,TRUE,FALSE,FALSE,275181,1311459,California Current
Hypsoblennius gentilis,Hypsoblennius gentilis,accepted,Hypsoblennius gentilis,NA,species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,TRUE,FALSE,276323,57811,California Current
Amphistichus rhodoterus,Amphistichus rhodoterus,accepted,Amphistichus rhodoterus,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Amphistichus,TRUE,TRUE,FALSE,279596,72546,California Current
Sebastes phillipsi,Sebastes phillipsi,accepted,Sebastes phillipsi,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274835,394701,California Current
Triakis semifasciata,Triakis semifasciata,accepted,Triakis semifasciata,NA,species,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,TRUE,TRUE,FALSE,279060,30493,California Current
Coelorinchus scaphopsis,Coelorinchus scaphopsis,accepted,Coelorinchus scaphopsis,NA,species,Actinopteri,Gadiformes,Macrouridae,Coelorinchus,TRUE,FALSE,FALSE,280334,319433,California Current
Malacoctenus hubbsi,Malacoctenus hubbsi,accepted,Malacoctenus hubbsi,NA,species,Actinopteri,Blenniiformes,Labrisomidae,Malacoctenus,TRUE,FALSE,FALSE,281499,57822,California Current
Clupea harengus,Clupea harengus,accepted,Clupea harengus,NA,species,Actinopteri,Clupeiformes,Clupeidae,Clupea,TRUE,TRUE,FALSE,126417,7950,California Current
Luvarus imperialis,Luvarus imperialis,accepted,Luvarus imperialis,NA,species,Actinopteri,Acanthuriformes,Luvaridae,Luvarus,TRUE,FALSE,FALSE,126974,75026,California Current
Platyrhinoidis triseriata,Platyrhinoidis triseriata,accepted,Platyrhinoidis triseriata,NA,species,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Platyrhinoidis,TRUE,FALSE,FALSE,282280,740705,California Current
Pronotogrammus multifasciatus,Pronotogrammus multifasciatus,accepted,Pronotogrammus multifasciatus,NA,species,Actinopteri,Perciformes,Serranidae,Pronotogrammus,TRUE,FALSE,FALSE,282366,160740,California Current
Ceratoscopelus warmingii,Ceratoscopelus warmingii,accepted,Ceratoscopelus warmingii,NA,species,Actinopteri,Myctophiformes,Myctophidae,Ceratoscopelus,TRUE,FALSE,FALSE,126586,123251,California Current
Lamna ditropis,Lamna ditropis,accepted,Lamna ditropis,NA,species,Elasmobranchii,Lamniformes,Lamnidae,Lamna,TRUE,FALSE,FALSE,271421,38578,California Current
Chromis atrilobata,Chromis atrilobata,accepted,Chromis atrilobata,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,TRUE,FALSE,FALSE,273712,197887,California Current
Maulisia argipalla,Maulisia argipalla,accepted,Maulisia argipalla,NA,species,Actinopteri,Alepocephaliformes,Platytroctidae,Maulisia,TRUE,FALSE,FALSE,126741,473320,California Current
Icelinus fimbriatus,Icelinus fimbriatus,accepted,Icelinus fimbriatus,NA,species,Actinopteri,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281137,320611,California Current
Cyprinus carpio,Cyprinus carpio,accepted,Cyprinus carpio,NA,species,Actinopteri,Cypriniformes,Cyprinidae,Cyprinus,FALSE,TRUE,TRUE,154582,7962,California Current
Notacanthus chemnitzii,Notacanthus chemnitzii,accepted,Notacanthus chemnitzii,NA,species,Actinopteri,Notacanthiformes,Notacanthidae,Notacanthus,TRUE,FALSE,FALSE,126643,143895,California Current
Umbrina roncador,Umbrina roncador,accepted,Umbrina roncador,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Umbrina,TRUE,FALSE,FALSE,273802,320399,California Current
Nannobrachium idostigma,Nannobrachium idostigma,accepted,Nannobrachium idostigma,NA,species,Actinopteri,Myctophiformes,Myctophidae,Nannobrachium,TRUE,FALSE,FALSE,275864,NA,California Current
Desmodema lorum,Desmodema lorum,accepted,Desmodema lorum,NA,species,Actinopteri,Lampriformes,Trachipteridae,Desmodema,TRUE,FALSE,FALSE,275872,320418,California Current
Gambusia holbrooki,Gambusia holbrooki,accepted,Gambusia holbrooki,NA,species,Actinopteri,Cyprinodontiformes,Poeciliidae,Gambusia,FALSE,TRUE,TRUE,276134,37273,California Current
Phanerodon atripes,Phanerodon atripes,accepted,Phanerodon atripes,NA,species,Actinopteri,Ovalentaria incertae sedis,Embiotocidae,Phanerodon,TRUE,FALSE,FALSE,279409,305784,California Current
Paraclinus sini,Paraclinus sini,accepted,Paraclinus sini,NA,species,Actinopteri,Blenniiformes,Labrisomidae,Paraclinus,TRUE,FALSE,FALSE,282033,879516,California Current
Electrona risso,Electrona risso,accepted,Electrona risso,NA,species,Actinopteri,Myctophiformes,Myctophidae,Electrona,TRUE,FALSE,FALSE,126600,473311,California Current
Ruvettus pretiosus,Ruvettus pretiosus,accepted,Ruvettus pretiosus,NA,species,Actinopteri,Scombriformes,Gempylidae,Ruvettus,TRUE,FALSE,FALSE,126867,13662,California Current
Vinciguerria poweriae,Vinciguerria poweriae,accepted,Vinciguerria poweriae,NA,species,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,TRUE,FALSE,FALSE,127304,473336,California Current
Lactoria diaphana,Lactoria diaphana,accepted,Lactoria diaphana,NA,species,Actinopteri,Tetraodontiformes,Ostraciidae,Lactoria,TRUE,TRUE,FALSE,219903,319757,California Current
Sebastes variegatus,Sebastes variegatus,accepted,Sebastes variegatus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274863,72106,California Current
Sphoeroides lobatus,Sphoeroides lobatus,accepted,Sphoeroides lobatus,NA,species,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,TRUE,TRUE,FALSE,275279,875779,California Current
Blepsias cirrhosus,Blepsias cirrhosus,accepted,Blepsias cirrhosus,NA,species,NA,Scorpaeniformes,Hemitripteridae,Blepsias,TRUE,FALSE,FALSE,279417,573213,California Current
Seriola lalandi,Seriola lalandi,accepted,Seriola lalandi,NA,species,Actinopteri,Carangiformes,Carangidae,Seriola,TRUE,TRUE,FALSE,218436,302047,California Current
Pachycara gymninium,Pachycara gymninium,accepted,Pachycara gymninium,NA,species,Actinopteri,Perciformes,Zoarcidae,Pachycara,TRUE,FALSE,FALSE,274140,557355,California Current
Kathetostoma averruncus,Kathetostoma averruncus,accepted,Kathetostoma averruncus,NA,species,Actinopteri,Perciformes,Uranoscopidae,Kathetostoma,TRUE,FALSE,FALSE,275989,348051,California Current
Loweina rara,Loweina rara,accepted,Loweina rara,NA,species,Actinopteri,Myctophiformes,Myctophidae,Loweina,TRUE,FALSE,FALSE,126625,1519984,California Current
Syacium ovale,Syacium ovale,accepted,Syacium ovale,NA,species,Actinopteri,Pleuronectiformes,Paralichthyidae,Syacium,TRUE,FALSE,FALSE,275843,NA,California Current
Pomacanthus zonipectus,Pomacanthus zonipectus,accepted,Pomacanthus zonipectus,NA,species,Actinopteri,Acanthuriformes,Pomacanthidae,Pomacanthus,TRUE,FALSE,FALSE,276028,272801,California Current
Hypsoblennius jenkinsi,Hypsoblennius jenkinsi,accepted,Hypsoblennius jenkinsi,NA,species,Actinopteri,Blenniiformes,Blenniidae,Hypsoblennius,TRUE,FALSE,FALSE,276328,879500,California Current
Plagiotremus azaleus,Plagiotremus azaleus,accepted,Plagiotremus azaleus,NA,species,Actinopteri,Blenniiformes,Blenniidae,Plagiotremus,TRUE,FALSE,FALSE,278234,879518,California Current
Kali kerberti,Kali kerberti,accepted,Kali kerberti,NA,species,Actinopteri,Scombriformes,Chiasmodontidae,Kali,TRUE,FALSE,FALSE,302801,1311455,California Current
Scopelarchus analis,Scopelarchus analis,accepted,Scopelarchus analis,NA,species,Actinopteri,Aulopiformes,Scopelarchidae,Scopelarchus,TRUE,FALSE,FALSE,126367,436885,California Current
Lampanyctus festivus,Lampanyctus festivus,accepted,Lampanyctus festivus,NA,species,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,TRUE,FALSE,FALSE,126614,717803,California Current
Scopeloberyx opisthopterus,Scopeloberyx opisthopterus,accepted,Scopeloberyx opisthopterus,NA,species,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,TRUE,FALSE,FALSE,127275,473332,California Current
Facciolella equatorialis,Facciolella equatorialis,accepted,Facciolella equatorialis,NA,species,Actinopteri,Anguilliformes,Nettastomatidae,Facciolella,TRUE,FALSE,FALSE,271907,2488690,California Current
Lycenchelys callista,Lycenchelys callista,accepted,Lycenchelys callista,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274060,NA,California Current
Lycenchelys pearcyi,Lycenchelys pearcyi,accepted,Lycenchelys pearcyi,NA,species,Actinopteri,Perciformes,Zoarcidae,Lycenchelys,TRUE,FALSE,FALSE,274076,NA,California Current
Caristius macropus,Caristius macropus,accepted,Caristius macropus,NA,species,Actinopteri,Scombriformes,Caristiidae,Caristius,TRUE,FALSE,FALSE,126824,740692,California Current
Scorpaena mystes,Scorpaena mystes,accepted,Scorpaena mystes,NA,species,Actinopteri,Perciformes,Scorpaenidae,Scorpaena,TRUE,FALSE,FALSE,274726,874434,California Current
Sebastes umbrosus,Sebastes umbrosus,accepted,Sebastes umbrosus,NA,species,Actinopteri,Perciformes,Sebastidae,Sebastes,TRUE,FALSE,FALSE,274862,72105,California Current
Nicholsina denticulata,Nicholsina denticulata,accepted,Nicholsina denticulata,NA,species,Actinopteri,Eupercaria incertae sedis,Scaridae,Nicholsina,TRUE,FALSE,FALSE,276038,59659,California Current
Anisotremus interruptus,Anisotremus interruptus,accepted,Anisotremus interruptus,NA,species,Actinopteri,Eupercaria incertae sedis,Haemulidae,Anisotremus,TRUE,FALSE,FALSE,279619,531320,California Current
Protemblemaria bicirrus,Protemblemaria bicirrus,accepted,Protemblemaria bicirrus,NA,species,Actinopteri,Blenniiformes,Chaenopsidae,Protemblemaria,TRUE,FALSE,FALSE,282377,642460,California Current
Mallotus villosus,Mallotus villosus,accepted,Mallotus villosus,NA,species,Actinopteri,Osmeriformes,Osmeridae,Mallotus,TRUE,TRUE,TRUE,126735,30960,California Current
Mugil cephalus,Mugil cephalus,accepted,Mugil cephalus,NA,species,Actinopteri,Mugiliformes,Mugilidae,Mugil,TRUE,TRUE,TRUE,126983,48193,California Current
Argyropelecus aculeatus,Argyropelecus aculeatus,accepted,Argyropelecus aculeatus,NA,species,Actinopteri,Stomiiformes,Sternoptychidae,Argyropelecus,TRUE,FALSE,FALSE,127306,81868,California Current
Liparis rutteri,Liparis rutteri,accepted,Liparis rutteri,NA,species,Actinopteri,Perciformes,Liparidae,Liparis,TRUE,FALSE,FALSE,274538,572250,California Current
Paraliparis albescens,Paraliparis albescens,accepted,Paraliparis albescens,NA,species,Actinopteri,Perciformes,Liparidae,Paraliparis,TRUE,FALSE,FALSE,274547,NA,California Current
Poroclinus rothrocki,Poroclinus rothrocki,accepted,Poroclinus rothrocki,NA,species,Actinopteri,Perciformes,Stichaeidae,Poroclinus,TRUE,FALSE,FALSE,254385,557414,California Current
Facciolella gilbertii,Facciolella gilbertii,accepted,Facciolella gilbertii,NA,species,Actinopteri,Anguilliformes,Nettastomatidae,Facciolella,TRUE,FALSE,FALSE,271908,182429,California Current
Malacocephalus laevis,Malacocephalus laevis,accepted,Malacocephalus laevis,NA,species,Actinopteri,Gadiformes,Macrouridae,Malacocephalus,TRUE,FALSE,FALSE,272392,630738,California Current
Kasatkia seigeli,Kasatkia seigeli,accepted,Kasatkia seigeli,NA,species,Actinopteri,Perciformes,Stichaeidae,Kasatkia,TRUE,FALSE,FALSE,281215,320408,California Current
Seriphus politus,Seriphus politus,accepted,Seriphus politus,NA,species,Actinopteri,Eupercaria incertae sedis,Sciaenidae,Seriphus,TRUE,FALSE,FALSE,282761,515231,California Current
Naucrates ductor,Naucrates ductor,accepted,Naucrates ductor,NA,species,Actinopteri,Carangiformes,Carangidae,Naucrates,TRUE,FALSE,FALSE,126811,875791,California Current
Lethops connectens,Lethops connectens,accepted,Lethops connectens,NA,species,Actinopteri,Gobiiformes,Gobiidae,Lethops,TRUE,FALSE,FALSE,240723,314005,California Current
Diplobatis ommata,Diplobatis ommata,accepted,Diplobatis ommata,NA,species,Elasmobranchii,Torpediniformes,Narcinidae,Diplobatis,TRUE,FALSE,FALSE,280551,1870830,California Current
Rimicola eigenmanni,Rimicola eigenmanni,accepted,Rimicola eigenmanni,NA,species,Actinopteri,Gobiesociformes,Gobiesocidae,Rimicola,TRUE,FALSE,FALSE,282616,NA,California Current
Ruscarius meanyi,Ruscarius meanyi,accepted,Ruscarius meanyi,NA,species,Actinopteri,Perciformes,Cottidae,Ruscarius,TRUE,FALSE,FALSE,282637,459053,California Current
Apogon retrosella,Apogon retrosella,accepted,Apogon retrosella,NA,species,Actinopteri,Kurtiformes,Apogonidae,Apogon,TRUE,FALSE,FALSE,273084,1431508,California Current
Chloroscombrus orqueta,Chloroscombrus orqueta,accepted,Chloroscombrus orqueta,NA,species,Actinopteri,Carangiformes,Carangidae,Chloroscombrus,TRUE,TRUE,FALSE,276245,173338,California Current
Stegastes flavilatus,Stegastes flavilatus,accepted,Stegastes flavilatus,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,TRUE,FALSE,FALSE,276668,1268094,California Current
Rhinoliparis barbulifer,Rhinoliparis barbulifer,accepted,Rhinoliparis barbulifer,NA,species,Actinopteri,Perciformes,Liparidae,Rhinoliparis,TRUE,FALSE,FALSE,282585,446837,California Current
Cosmocampus arctus,Cosmocampus arctus,accepted,Cosmocampus arctus,NA,species,Actinopteri,Syngnathiformes,Syngnathidae,Cosmocampus,TRUE,FALSE,FALSE,293571,1972140,California Current
Acipenser medirostris,Acipenser medirostris,accepted,Acipenser medirostris,NA,species,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,TRUE,TRUE,TRUE,271695,7908,California Current
Ditropichthys storeri,Ditropichthys storeri,accepted,Ditropichthys storeri,NA,species,Actinopteri,Beryciformes,Cetomimidae,Ditropichthys,TRUE,FALSE,FALSE,126407,114854,California Current
Gigantactis vanhoeffeni,Gigantactis vanhoeffeni,accepted,Gigantactis vanhoeffeni,NA,species,Actinopteri,Lophiiformes,Gigantactinidae,Gigantactis,TRUE,FALSE,FALSE,126542,242958,California Current
Kali indica,Kali indica,accepted,Kali indica,NA,species,Actinopteri,Scombriformes,Chiasmodontidae,Kali,TRUE,FALSE,FALSE,159666,473314,California Current
Synodus scituliceps,Synodus scituliceps,accepted,Synodus scituliceps,NA,species,Actinopteri,Aulopiformes,Synodontidae,Synodus,TRUE,FALSE,FALSE,272139,NA,California Current
Cryptacanthodes aleutensis,Cryptacanthodes aleutensis,accepted,Cryptacanthodes aleutensis,NA,species,Actinopteri,Perciformes,Cryptacanthodidae,Cryptacanthodes,TRUE,FALSE,FALSE,276390,557343,California Current
Carassius auratus,Carassius auratus,accepted,Carassius auratus,NA,species,Actinopteri,Cypriniformes,Cyprinidae,Carassius,FALSE,TRUE,TRUE,154298,7957,California Current
Holacanthus passer,Holacanthus passer,accepted,Holacanthus passer,NA,species,Actinopteri,Acanthuriformes,Pomacanthidae,Holacanthus,TRUE,FALSE,FALSE,276016,272788,California Current
Reinhardtius hippoglossoides,Reinhardtius hippoglossoides,accepted,Reinhardtius hippoglossoides,NA,species,Actinopteri,Pleuronectiformes,Pleuronectidae,Reinhardtius,TRUE,FALSE,FALSE,127144,111784,California Current
Tinca tinca,Tinca tinca,accepted,Tinca tinca,NA,species,Actinopteri,Cypriniformes,Cyprinidae,Tinca,FALSE,TRUE,TRUE,154343,27717,California Current
Trachinotus paitensis,Trachinotus paitensis,accepted,Trachinotus paitensis,NA,species,Actinopteri,Carangiformes,Carangidae,Trachinotus,TRUE,FALSE,FALSE,273296,875781,California Current
Epinephelus labriformis,Epinephelus labriformis,accepted,Epinephelus labriformis,NA,species,Actinopteri,Perciformes,Serranidae,Epinephelus,TRUE,FALSE,FALSE,273858,160722,California Current
Benthodesmus pacificus,Benthodesmus pacificus,accepted,Benthodesmus pacificus,NA,species,Actinopteri,Scombriformes,Trichiuridae,Benthodesmus,TRUE,FALSE,FALSE,274013,1738883,California Current
Strongylura exilis,Strongylura exilis,accepted,Strongylura exilis,NA,species,Actinopteri,Beloniformes,Belonidae,Strongylura,TRUE,TRUE,TRUE,275978,129062,California Current
Paricelinus hopliticus,Paricelinus hopliticus,accepted,Paricelinus hopliticus,NA,species,Actinopteri,Perciformes,Cottidae,Paricelinus,TRUE,FALSE,FALSE,282147,NA,California Current
Brama brama,Brama brama,accepted,Brama brama,NA,species,Actinopteri,Scombriformes,Bramidae,Brama,TRUE,FALSE,FALSE,126783,349651,California Current
Barbourisia rufa,Barbourisia rufa,accepted,Barbourisia rufa,NA,species,Actinopteri,Beryciformes,Barbourisiidae,Barbourisia,TRUE,FALSE,FALSE,159425,88660,California Current
Abudefduf troschelii,Abudefduf troschelii,accepted,Abudefduf troschelii,NA,species,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Abudefduf,TRUE,FALSE,FALSE,273702,36217,California Current
Icelinus burchami,Icelinus burchami,accepted,Icelinus burchami,NA,species,Actinopteri,Perciformes,Cottidae,Icelinus,TRUE,FALSE,FALSE,281134,305506,California Current
